Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
13050,2025-12-05,Smartphone,Electronics,0.3,0.0,13,6,0,7,True,Air,1965,Honeycomb Paper,1.52,1.474
13051,2025-05-31,T-Shirt,Clothing,0.2,0.19,23,21,2,1,False,Road,401,Kraft Paper Mailer,0.28,0.04
13052,2025-02-16,Smart Watch,Electronics,0.14,0.0,5,5,0,5,True,Air,1103,Honeycomb Paper,1.06,0.386
13053,2025-01-29,55-Inch TV,Electronics,15.4,7.25,115,63,5,9,True,Road,1082,Mushroom Pkg (Mycelium),7.96,8.331
13054,2025-02-09,Smartphone,Electronics,0.26,0.02,16,7,1,8,True,Air,1160,Mushroom Pkg (Mycelium),1.7,0.754
13055,2025-03-27,Laptop,Electronics,1.63,0.24,32,19,2,9,True,Road,52,Mushroom Pkg (Mycelium),2.45,0.042
13056,2025-06-27,Shampoo,Beauty,0.65,0.23,18,8,8,5,True,Air,1047,PLA Bioplastic,1.26,1.701
13057,2025-04-04,55-Inch TV,Electronics,18.4,6.16,115,67,4,9,True,Road,896,Mushroom Pkg (Mycelium),9.16,8.243
13058,2025-03-26,Smart Watch,Electronics,0.14,0.0,4,4,1,5,True,Road,725,Honeycomb Paper,1.06,0.051
13059,2025-07-26,Winter Jacket,Clothing,1.49,4.1,50,41,10,4,True,Air,1467,Kraft Paper Mailer,2.44,15.037
13060,2025-04-30,Sneakers,Clothing,0.99,1.19,27,20,11,3,False,Air,1551,Kraft Paper Mailer,1.08,4.614
13061,2025-05-02,Smart Watch,Electronics,0.11,0.0,4,4,0,6,True,Air,1020,Honeycomb Paper,1.24,0.281
13062,2025-07-06,Laptop,Electronics,1.82,0.12,30,20,1,8,True,Air,2173,Mushroom Pkg (Mycelium),2.33,9.887
13063,2025-07-02,Sofa (Sectional),Furniture,78.34,282.2,200,85,83,6,False,Road,809,Wood Crate,114.08,114.15
13064,2025-07-09,Winter Jacket,Clothing,1.05,4.16,52,40,10,2,True,Air,2336,Kraft Paper Mailer,2.06,24.294
13065,2025-01-06,T-Shirt,Clothing,0.16,0.18,25,18,2,1,False,Air,1555,Kraft Paper Mailer,0.27,0.7
13066,2025-05-19,Perfume Bottle,Beauty,0.35,0.03,10,4,4,8,True,Air,2264,Mushroom Pkg (Mycelium),1.74,1.981
13067,2025-09-09,Smart Watch,Electronics,0.16,0.0,4,5,0,5,True,Air,2269,Corrugated Cardboard,1.06,0.908
13068,2025-12-03,Shampoo,Beauty,0.61,0.2,20,7,7,4,True,Road,750,PLA Bioplastic,1.04,0.229
13069,2026-01-02,Sofa (Sectional),Furniture,55.23,261.27,192,84,81,6,False,Road,1646,Wood Crate,105.71,215.025
13070,2025-01-17,Smartphone,Electronics,0.29,0.0,14,7,0,8,True,Air,1950,Mushroom Pkg (Mycelium),1.72,1.414
13071,2025-06-04,T-Shirt,Clothing,0.23,0.19,23,21,2,1,False,Air,1675,Kraft Paper Mailer,0.29,0.963
13072,2025-01-10,Ceramic Vase,Home Decor,1.22,1.3,15,14,31,10,False,Air,1345,Mushroom Pkg (Mycelium),2.52,4.371
13073,2025-10-17,Smart Watch,Electronics,0.2,0.0,5,4,0,5,True,Air,1923,Honeycomb Paper,1.08,0.962
13074,2025-02-01,Perfume Bottle,Beauty,0.32,0.04,10,4,5,8,True,Road,490,Mushroom Pkg (Mycelium),1.73,0.078
13075,2025-12-31,Sneakers,Clothing,1.0,1.17,28,19,11,4,False,Air,1132,Corrugated Cardboard,1.27,3.311
13076,2025-06-02,Smartphone,Electronics,0.38,0.02,14,7,1,6,True,Road,667,Honeycomb Paper,1.35,0.127
13077,2025-05-04,Glass Table,Furniture,12.22,6.57,101,65,5,9,False,Road,1418,Mushroom Pkg (Mycelium),6.69,8.664
13078,2025-05-08,Laptop,Electronics,2.17,0.21,29,18,2,8,True,Air,895,Mushroom Pkg (Mycelium),2.47,4.855
13079,2025-06-29,Laptop,Electronics,1.73,0.11,31,18,1,7,True,Air,1642,Honeycomb Paper,2.09,7.102
13080,2025-07-08,Laptop,Electronics,1.94,0.13,32,20,1,9,True,Air,2185,Mushroom Pkg (Mycelium),2.58,10.597
13081,2025-11-07,Ceramic Vase,Home Decor,1.04,1.44,16,15,30,9,False,Road,770,Mushroom Pkg (Mycelium),2.38,0.554
13082,2025-05-28,Sneakers,Clothing,0.9,1.58,32,19,13,3,False,Air,1856,Bubble Wrap (LDPE),1.23,7.331
13083,2025-11-09,Smartphone,Electronics,0.4,0.02,14,7,1,9,True,Air,2541,Mushroom Pkg (Mycelium),1.96,2.541
13084,2025-07-30,Ceramic Vase,Home Decor,1.42,1.3,14,15,31,10,False,Air,2611,Mushroom Pkg (Mycelium),2.57,9.269
13085,2025-12-13,Sneakers,Clothing,0.99,1.23,31,18,11,3,False,Air,2238,Kraft Paper Mailer,1.09,6.882
13086,2025-06-13,Perfume Bottle,Beauty,0.34,0.04,10,5,4,9,True,Air,1390,Mushroom Pkg (Mycelium),1.94,1.181
13087,2025-01-06,Glass Table,Furniture,15.36,5.13,95,54,5,9,False,Road,52,Mushroom Pkg (Mycelium),7.94,0.399
13088,2025-04-20,Winter Jacket,Clothing,1.6,3.91,53,41,9,2,True,Air,1564,Mushroom Pkg (Mycelium),1.96,15.288
13089,2025-02-26,Ceramic Vase,Home Decor,2.06,1.3,15,16,27,10,False,Air,993,Mushroom Pkg (Mycelium),2.82,5.114
13090,2025-12-21,Smart Watch,Electronics,0.18,0.0,4,5,0,6,True,Air,1821,Honeycomb Paper,1.27,0.819
13091,2025-08-30,Winter Jacket,Clothing,1.28,3.35,49,38,9,2,True,Air,1872,Kraft Paper Mailer,1.74,15.678
13092,2025-12-24,Smartphone,Electronics,0.35,0.0,14,7,0,6,True,Air,1780,Honeycomb Paper,1.34,1.558
13093,2025-01-27,Sofa (Sectional),Furniture,44.52,280.19,201,82,85,6,False,Road,2229,Wood Crate,113.28,312.272
13094,2025-12-14,Office Chair,Furniture,13.66,35.87,61,60,49,5,False,Road,1590,Wood Crate,15.35,28.517
13095,2025-05-14,T-Shirt,Clothing,0.27,0.17,23,19,2,1,False,Road,208,Kraft Paper Mailer,0.31,0.028
13096,2025-01-09,Ceramic Vase,Home Decor,2.48,1.26,15,15,28,10,False,Road,749,Mushroom Pkg (Mycelium),2.99,0.929
13097,2025-02-07,Perfume Bottle,Beauty,0.33,0.05,10,5,5,10,True,Air,1894,Mushroom Pkg (Mycelium),2.13,1.563
13098,2025-06-19,Shampoo,Beauty,0.75,0.2,18,8,7,3,True,Air,1482,PLA Bioplastic,0.9,2.779
13099,2025-12-12,Glass Table,Furniture,13.66,6.24,96,65,5,10,False,Road,637,Mushroom Pkg (Mycelium),7.46,4.351
13100,2025-06-13,Smart Watch,Electronics,0.13,0.0,5,4,0,6,True,Road,428,Honeycomb Paper,1.25,0.028
13101,2025-05-09,T-Shirt,Clothing,0.18,0.1,25,21,1,2,False,Air,1454,Kraft Paper Mailer,0.47,0.654
13102,2025-08-12,Smart Watch,Electronics,0.14,0.0,5,5,0,6,True,Air,2275,Honeycomb Paper,1.26,0.796
13103,2025-11-08,Smartphone,Electronics,0.2,0.02,16,7,1,7,True,Air,2278,Honeycomb Paper,1.48,1.139
13104,2025-06-30,Sofa (Sectional),Furniture,54.58,241.81,182,91,73,6,False,Road,2652,Wood Crate,97.92,320.64
13105,2025-01-24,Sneakers,Clothing,0.95,1.34,28,20,12,4,False,Air,962,Kraft Paper Mailer,1.34,3.223
13106,2025-02-04,Perfume Bottle,Beauty,0.28,0.04,9,5,5,9,True,Air,850,Mushroom Pkg (Mycelium),1.91,0.595
13107,2025-04-27,Ceramic Vase,Home Decor,1.62,1.13,13,15,29,10,False,Road,674,Mushroom Pkg (Mycelium),2.65,0.546
13108,2025-09-03,Ceramic Vase,Home Decor,2.12,1.16,16,13,28,10,False,Air,1203,Mushroom Pkg (Mycelium),2.85,6.376
13109,2025-04-19,Ceramic Vase,Home Decor,1.07,1.02,13,14,28,10,False,Air,1367,Mushroom Pkg (Mycelium),2.43,3.657
13110,2025-09-30,Winter Jacket,Clothing,1.61,3.63,48,42,9,2,True,Air,2722,Honeycomb Paper,1.85,24.702
13111,2026-01-01,Office Chair,Furniture,13.36,34.29,57,64,47,6,False,Road,2879,Wood Crate,14.92,49.36
13112,2025-12-28,Sneakers,Clothing,0.99,1.3,30,18,12,5,False,Road,729,Kraft Paper Mailer,1.52,0.474
13113,2025-04-10,Perfume Bottle,Beauty,0.38,0.03,10,4,4,9,True,Air,1403,Mushroom Pkg (Mycelium),1.95,1.333
13114,2025-11-26,55-Inch TV,Electronics,24.38,7.44,124,75,4,10,True,Road,2188,Mushroom Pkg (Mycelium),11.75,26.672
13115,2025-05-02,Perfume Bottle,Beauty,0.2,0.05,10,5,5,10,True,Road,355,Mushroom Pkg (Mycelium),2.08,0.036
13116,2025-04-11,Sofa (Sectional),Furniture,73.47,310.0,207,96,78,6,False,Road,2431,Wood Crate,125.2,376.805
13117,2025-09-17,Ceramic Vase,Home Decor,2.99,1.17,13,15,30,10,False,Air,2942,Mushroom Pkg (Mycelium),3.2,21.991
13118,2025-09-27,Perfume Bottle,Beauty,0.43,0.04,10,4,5,10,True,Road,177,Mushroom Pkg (Mycelium),2.17,0.038
13119,2025-01-05,Glass Table,Furniture,16.9,4.39,90,61,4,9,False,Road,225,Mushroom Pkg (Mycelium),8.56,1.901
13120,2025-11-05,T-Shirt,Clothing,0.21,0.19,25,19,2,2,False,Air,1366,Kraft Paper Mailer,0.48,0.717
13121,2025-12-09,Winter Jacket,Clothing,1.38,3.47,47,41,9,4,True,Air,1918,Kraft Paper Mailer,2.19,16.639
13122,2026-01-02,Winter Jacket,Clothing,1.4,3.24,50,36,9,3,True,Air,2419,Kraft Paper Mailer,1.9,19.594
13123,2025-11-01,Winter Jacket,Clothing,1.82,4.0,50,40,10,2,True,Air,1134,Kraft Paper Mailer,2.0,11.34
13124,2025-06-23,Perfume Bottle,Beauty,0.38,0.04,10,5,4,8,True,Road,140,Mushroom Pkg (Mycelium),1.75,0.027
13125,2025-05-26,55-Inch TV,Electronics,19.04,7.34,108,68,5,10,True,Road,2842,Mushroom Pkg (Mycelium),9.62,27.056
13126,2025-08-07,Sofa (Sectional),Furniture,58.01,300.54,213,85,83,7,False,Road,2386,Wood Crate,121.62,358.544
13127,2025-01-28,Winter Jacket,Clothing,1.99,4.35,53,41,10,3,True,Road,318,Kraft Paper Mailer,2.34,0.692
13128,2025-05-13,Winter Jacket,Clothing,1.08,3.72,49,38,10,3,True,Air,1418,Kraft Paper Mailer,2.09,13.187
13129,2025-10-17,Perfume Bottle,Beauty,0.34,0.04,9,4,5,10,True,Air,1982,Mushroom Pkg (Mycelium),2.14,1.685
13130,2025-01-27,Shampoo,Beauty,0.73,0.22,20,7,8,3,True,Air,1954,PLA Bioplastic,0.89,3.566
13131,2025-10-30,Laptop,Electronics,1.64,0.24,30,20,2,8,True,Air,869,Mushroom Pkg (Mycelium),2.26,3.563
13132,2025-10-07,Winter Jacket,Clothing,1.36,4.08,51,40,10,3,True,Air,2486,Kraft Paper Mailer,2.23,25.357
13133,2025-05-14,Smartphone,Electronics,0.27,0.0,15,6,0,6,True,Air,988,Honeycomb Paper,1.31,0.667
13134,2025-08-30,Glass Table,Furniture,12.78,6.39,103,62,5,10,False,Road,2981,Mushroom Pkg (Mycelium),7.11,19.049
13135,2025-10-13,Smart Watch,Electronics,0.18,0.0,4,5,0,5,True,Air,851,Honeycomb Paper,1.07,0.383
13136,2025-10-22,Sneakers,Clothing,0.99,1.03,27,19,10,5,False,Air,889,Kraft Paper Mailer,1.41,2.289
13137,2025-11-14,T-Shirt,Clothing,0.22,0.09,22,20,1,1,False,Air,2487,Kraft Paper Mailer,0.29,1.368
13138,2025-05-07,Sofa (Sectional),Furniture,58.34,268.01,199,91,74,8,False,Road,2978,Wood Crate,108.8,399.067
13139,2025-11-09,55-Inch TV,Electronics,23.03,7.02,131,67,4,9,True,Road,513,Mushroom Pkg (Mycelium),11.01,5.907
13140,2025-11-15,Winter Jacket,Clothing,1.85,4.45,53,42,10,2,True,Air,1089,Kraft Paper Mailer,2.18,12.115
13141,2025-03-25,Sneakers,Clothing,0.82,1.11,28,18,11,3,False,Air,1255,Kraft Paper Mailer,1.04,3.483
13142,2025-12-29,55-Inch TV,Electronics,23.72,6.81,115,74,4,10,True,Road,1143,Mushroom Pkg (Mycelium),11.49,13.556
13143,2025-05-06,Winter Jacket,Clothing,1.79,3.05,47,36,9,2,True,Air,2108,Kraft Paper Mailer,1.62,16.073
13144,2025-11-16,Perfume Bottle,Beauty,0.24,0.04,10,4,5,9,True,Air,1820,Mushroom Pkg (Mycelium),1.9,1.092
13145,2025-07-14,Perfume Bottle,Beauty,0.28,0.04,9,5,4,8,True,Road,676,Styrofoam (EPS),1.71,0.095
13146,2025-10-02,Sofa (Sectional),Furniture,74.19,306.26,199,95,81,6,False,Road,1099,Wood Crate,123.7,168.29
13147,2025-10-28,Sofa (Sectional),Furniture,54.34,295.97,210,87,81,7,False,Road,2267,Wood Crate,119.79,335.482
13148,2025-10-24,Smartphone,Electronics,0.33,0.0,15,7,0,9,True,Air,1440,Mushroom Pkg (Mycelium),1.93,1.188
13149,2025-02-24,Winter Jacket,Clothing,1.21,3.44,49,39,9,2,True,Air,1928,Kraft Paper Mailer,1.78,16.581
13150,2025-06-07,Office Chair,Furniture,11.19,30.74,61,56,45,6,False,Road,1886,Wood Crate,13.5,28.988
13151,2025-10-05,Smartphone,Electronics,0.32,0.0,13,6,0,7,True,Air,1022,Honeycomb Paper,1.53,0.818
13152,2025-05-31,Sneakers,Clothing,1.07,1.41,31,19,12,4,False,Air,1934,Wood Crate,1.36,6.817
13153,2025-04-05,Sneakers,Clothing,0.94,1.48,32,21,11,5,False,Air,2814,Kraft Paper Mailer,1.59,10.412
13154,2025-05-23,Winter Jacket,Clothing,1.1,3.2,48,37,9,3,True,Air,1596,Kraft Paper Mailer,1.88,12.768
13155,2025-09-13,Shampoo,Beauty,0.65,0.21,21,7,7,5,True,Air,2316,PLA Bioplastic,1.26,3.764
13156,2025-09-13,Smart Watch,Electronics,0.1,0.0,4,5,0,6,True,Air,1605,Honeycomb Paper,1.24,0.401
13157,2025-09-09,Office Chair,Furniture,11.7,40.85,61,62,54,4,False,Road,1164,Wood Crate,17.14,23.775
13158,2025-03-18,Winter Jacket,Clothing,1.98,3.2,48,37,9,3,True,Air,859,Kraft Paper Mailer,1.88,6.872
13159,2025-01-13,Laptop,Electronics,2.13,0.22,29,19,2,8,True,Air,1263,Mushroom Pkg (Mycelium),2.45,6.725
13160,2025-03-19,Perfume Bottle,Beauty,0.38,0.04,9,5,5,10,True,Air,1046,Mushroom Pkg (Mycelium),2.15,0.994
13161,2025-02-12,Glass Table,Furniture,14.01,5.58,93,60,5,10,False,Road,283,Mushroom Pkg (Mycelium),7.6,1.982
13162,2025-10-31,Sofa (Sectional),Furniture,57.37,229.78,197,81,72,5,False,Road,2536,Wood Crate,92.91,291.361
13163,2025-12-18,Laptop,Electronics,2.37,0.11,29,19,1,9,True,Air,1758,Mushroom Pkg (Mycelium),2.75,10.416
13164,2025-05-17,Office Chair,Furniture,13.21,44.93,64,65,54,6,False,Road,2992,Wood Crate,19.17,67.215
13165,2025-11-07,Shampoo,Beauty,0.86,0.21,19,8,7,3,True,Air,1024,PLA Bioplastic,0.94,2.202
13166,2025-10-26,Winter Jacket,Clothing,1.87,3.95,51,43,9,3,True,Road,743,Kraft Paper Mailer,2.18,1.467
13167,2025-03-20,Shampoo,Beauty,0.7,0.18,18,7,7,3,True,Air,1663,PLA Bioplastic,0.88,2.91
13168,2025-03-15,Shampoo,Beauty,0.68,0.21,19,7,8,4,True,Air,1625,PLA Bioplastic,1.07,2.763
13169,2025-04-23,Smart Watch,Electronics,0.2,0.0,5,4,1,5,True,Air,1243,Honeycomb Paper,1.08,0.622
13170,2025-03-19,Smartphone,Electronics,0.34,0.0,14,7,0,9,True,Air,1974,Mushroom Pkg (Mycelium),1.94,1.678
13171,2025-09-05,Office Chair,Furniture,11.04,34.15,58,64,46,4,False,Road,521,Wood Crate,14.46,8.896
13172,2025-03-30,55-Inch TV,Electronics,17.53,6.69,123,68,4,10,True,Road,1583,Mushroom Pkg (Mycelium),9.01,13.875
13173,2025-04-20,Shampoo,Beauty,0.92,0.2,18,8,7,5,True,Air,1964,PLA Bioplastic,1.37,4.517
13174,2025-08-19,Perfume Bottle,Beauty,0.27,0.03,10,4,4,9,True,Air,1794,Mushroom Pkg (Mycelium),1.91,1.211
13175,2025-12-09,55-Inch TV,Electronics,17.44,7.58,128,74,4,10,True,Road,1760,Mushroom Pkg (Mycelium),8.98,15.347
13176,2025-05-02,Smart Watch,Electronics,0.13,0.0,4,4,1,4,True,Air,1746,Corrugated Cardboard,0.85,0.567
13177,2025-09-23,55-Inch TV,Electronics,20.01,8.28,120,69,5,10,True,Road,57,Mushroom Pkg (Mycelium),10.0,0.57
13178,2025-04-29,Ceramic Vase,Home Decor,2.61,1.25,14,14,32,10,False,Air,930,Mushroom Pkg (Mycelium),3.04,6.068
13179,2025-12-07,T-Shirt,Clothing,0.19,0.19,27,18,2,1,False,Air,1044,Kraft Paper Mailer,0.28,0.496
13180,2025-11-19,Smartphone,Electronics,0.31,0.0,14,7,0,8,True,Air,2829,Mushroom Pkg (Mycelium),1.72,2.192
13181,2025-09-01,Glass Table,Furniture,19.75,5.33,97,55,5,10,False,Road,1835,Mushroom Pkg (Mycelium),9.9,18.121
13182,2025-12-04,Sneakers,Clothing,1.18,1.27,32,18,11,3,False,Air,1494,Kraft Paper Mailer,1.11,4.743
13183,2025-07-14,Perfume Bottle,Beauty,0.38,0.04,9,4,5,9,True,Air,1723,Mushroom Pkg (Mycelium),1.95,1.637
13184,2025-11-04,Glass Table,Furniture,12.17,5.12,93,55,5,9,False,Road,501,Mushroom Pkg (Mycelium),6.67,3.049
13185,2025-10-07,Glass Table,Furniture,15.6,5.41,109,62,4,9,False,Road,2970,Mushroom Pkg (Mycelium),8.04,23.166
13186,2025-12-15,Laptop,Electronics,1.59,0.13,32,20,1,9,True,Air,1525,Mushroom Pkg (Mycelium),2.44,6.062
13187,2025-09-17,55-Inch TV,Electronics,21.77,7.39,112,66,5,10,True,Road,2244,Mushroom Pkg (Mycelium),10.71,24.426
13188,2025-12-19,Sneakers,Clothing,0.94,1.07,27,18,11,4,False,Road,284,Kraft Paper Mailer,1.23,0.152
13189,2025-11-23,T-Shirt,Clothing,0.25,0.09,23,19,1,1,False,Air,875,Kraft Paper Mailer,0.3,0.547
13190,2025-12-31,Glass Table,Furniture,16.96,5.1,108,59,4,10,False,Road,2648,Mushroom Pkg (Mycelium),8.78,22.455
13191,2025-10-06,Sneakers,Clothing,0.92,1.41,32,20,11,5,False,Air,2485,Kraft Paper Mailer,1.56,8.76
13192,2025-04-21,55-Inch TV,Electronics,18.16,7.36,121,76,4,10,True,Road,1409,Mushroom Pkg (Mycelium),9.26,12.794
13193,2025-03-16,Perfume Bottle,Beauty,0.42,0.04,10,5,4,10,True,Air,2644,Mushroom Pkg (Mycelium),2.17,2.776
13194,2025-08-12,Glass Table,Furniture,14.37,4.69,93,63,4,10,False,Road,2697,Mushroom Pkg (Mycelium),7.75,19.378
13195,2025-11-28,Sneakers,Clothing,0.95,1.23,27,19,12,4,False,Road,426,Kraft Paper Mailer,1.29,0.262
13196,2026-01-01,Smartphone,Electronics,0.31,0.0,13,7,0,8,True,Air,819,Mushroom Pkg (Mycelium),1.72,0.635
13197,2025-06-25,Ceramic Vase,Home Decor,1.33,1.14,14,14,29,10,False,Air,1120,Mushroom Pkg (Mycelium),2.53,3.724
13198,2025-03-03,Laptop,Electronics,1.84,0.25,31,20,2,8,True,Road,232,Mushroom Pkg (Mycelium),2.34,0.213
13199,2025-04-13,Perfume Bottle,Beauty,0.27,0.03,9,4,4,10,True,Road,128,Mushroom Pkg (Mycelium),2.11,0.017
13200,2025-08-25,Smart Watch,Electronics,0.13,0.0,5,4,1,4,True,Air,2551,Corrugated Cardboard,0.85,0.829
13201,2025-01-10,Office Chair,Furniture,13.18,33.04,63,57,46,6,False,Road,1067,Wood Crate,14.42,17.627
13202,2025-02-21,Shampoo,Beauty,0.87,0.2,18,7,8,3,True,Air,937,PLA Bioplastic,0.95,2.038
13203,2025-02-03,Glass Table,Furniture,16.12,5.72,106,54,5,10,False,Road,2903,Kraft Paper Mailer,8.45,23.398
13204,2025-05-13,Office Chair,Furniture,10.15,42.18,63,62,54,4,False,Road,2740,Wood Crate,17.67,57.787
13205,2025-05-18,Glass Table,Furniture,12.51,6.16,101,61,5,10,False,Road,596,Mushroom Pkg (Mycelium),7.0,3.728
13206,2025-02-05,Sneakers,Clothing,0.85,1.36,27,21,12,4,False,Air,1788,Kraft Paper Mailer,1.34,6.079
13207,2025-01-05,Sofa (Sectional),Furniture,48.47,296.06,215,85,81,7,False,Road,2734,Wood Crate,119.82,404.714
13208,2025-07-11,Office Chair,Furniture,14.28,32.66,56,54,54,4,False,Road,527,Wood Crate,13.86,8.606
13209,2025-01-11,T-Shirt,Clothing,0.19,0.18,24,19,2,2,False,Air,1100,Cornstarch Foam,0.48,0.522
13210,2025-04-11,Smart Watch,Electronics,0.18,0.0,4,4,0,5,True,Air,1136,Honeycomb Paper,1.07,0.511
13211,2025-05-08,Shampoo,Beauty,0.66,0.26,20,8,8,3,True,Air,1196,PLA Bioplastic,0.86,1.973
13212,2025-04-29,T-Shirt,Clothing,0.15,0.19,24,20,2,1,False,Air,1330,Kraft Paper Mailer,0.28,0.632
13213,2025-12-20,Shampoo,Beauty,0.98,0.22,20,7,8,3,True,Air,2944,PLA Bioplastic,0.99,7.213
13214,2025-09-02,Glass Table,Furniture,13.31,5.06,109,58,4,9,False,Road,787,Mushroom Pkg (Mycelium),7.12,5.237
13215,2025-08-11,Shampoo,Beauty,0.59,0.26,20,8,8,3,True,Road,673,PLA Bioplastic,0.84,0.199
13216,2025-09-26,Sneakers,Clothing,1.13,1.38,32,18,12,4,False,Air,2623,Kraft Paper Mailer,1.35,9.049
13217,2025-12-11,T-Shirt,Clothing,0.27,0.17,24,18,2,1,False,Road,600,Kraft Paper Mailer,0.31,0.081
13218,2025-05-31,Smart Watch,Electronics,0.14,0.0,5,4,1,6,True,Air,2300,Honeycomb Paper,1.26,0.805
13219,2025-06-04,Sofa (Sectional),Furniture,77.33,256.95,181,91,78,8,False,Road,996,Wood Crate,104.38,127.961
13220,2025-11-01,Winter Jacket,Clothing,1.42,3.44,49,39,9,4,True,Air,2979,Kraft Paper Mailer,2.18,25.619
13221,2025-04-20,Ceramic Vase,Home Decor,1.14,1.3,14,16,29,10,False,Air,2195,Mushroom Pkg (Mycelium),2.52,7.134
13222,2025-01-04,Perfume Bottle,Beauty,0.32,0.04,10,5,4,10,True,Air,2528,Mushroom Pkg (Mycelium),2.13,2.022
13223,2026-01-01,Sofa (Sectional),Furniture,74.19,301.63,191,94,84,6,False,Road,2106,Wood Crate,121.85,317.616
13224,2025-11-24,Perfume Bottle,Beauty,0.31,0.05,10,5,5,8,True,Air,1533,Mushroom Pkg (Mycelium),1.72,1.188
13225,2025-07-12,Office Chair,Furniture,10.4,30.87,61,55,46,4,False,Road,2900,Wood Crate,13.15,44.761
13226,2025-04-28,Ceramic Vase,Home Decor,2.99,1.34,14,15,32,10,False,Air,2448,Mushroom Pkg (Mycelium),3.2,18.299
13227,2025-02-04,Ceramic Vase,Home Decor,2.32,1.06,13,14,29,10,False,Road,438,Mushroom Pkg (Mycelium),2.93,0.508
13228,2025-08-15,Laptop,Electronics,1.9,0.12,31,20,1,8,True,Air,1048,Mushroom Pkg (Mycelium),2.36,4.978
13229,2025-06-08,Sofa (Sectional),Furniture,41.87,293.36,193,95,80,5,False,Road,1368,Wood Crate,118.34,200.658
13230,2025-10-19,Sneakers,Clothing,0.99,1.16,29,20,10,4,False,Air,986,Kraft Paper Mailer,1.26,2.859
13231,2025-10-24,Winter Jacket,Clothing,1.61,3.18,49,36,9,3,True,Air,1334,Styrofoam (EPS),1.87,10.605
13232,2025-03-12,Perfume Bottle,Beauty,0.45,0.04,9,5,5,8,True,Air,2995,Mushroom Pkg (Mycelium),1.78,3.369
13233,2025-06-19,T-Shirt,Clothing,0.24,0.09,23,20,1,1,False,Road,622,Bubble Wrap (LDPE),0.3,0.075
13234,2025-05-31,Winter Jacket,Clothing,1.11,4.35,53,41,10,3,True,Air,1059,Kraft Paper Mailer,2.34,11.517
13235,2025-09-30,Glass Table,Furniture,14.19,4.23,98,54,4,10,False,Road,1393,Recycled PET Box,7.68,9.883
13236,2025-04-01,Shampoo,Beauty,0.87,0.21,19,7,8,4,True,Road,190,PLA Bioplastic,1.15,0.083
13237,2025-04-08,Perfume Bottle,Beauty,0.45,0.03,9,4,4,9,True,Air,857,Mushroom Pkg (Mycelium),1.98,0.964
13238,2025-11-14,Ceramic Vase,Home Decor,2.12,1.17,13,15,30,10,False,Air,2352,Mushroom Pkg (Mycelium),2.85,12.466
13239,2025-12-12,Office Chair,Furniture,12.52,34.2,63,59,46,5,False,Road,476,Wood Crate,14.68,8.14
13240,2025-04-12,55-Inch TV,Electronics,15.04,8.25,110,75,5,9,True,Road,2696,Mushroom Pkg (Mycelium),7.82,20.274
13241,2025-07-25,Sofa (Sectional),Furniture,44.02,304.34,206,89,83,8,False,Road,1061,Wood Crate,123.34,161.452
13242,2025-05-05,Office Chair,Furniture,14.85,37.94,60,62,51,5,False,Road,2306,Wood Crate,16.18,43.745
13243,2025-03-07,55-Inch TV,Electronics,19.34,6.93,117,74,4,9,True,Road,1080,Mushroom Pkg (Mycelium),9.54,10.444
13244,2025-04-23,Ceramic Vase,Home Decor,2.85,1.29,13,16,31,10,False,Air,2005,Mushroom Pkg (Mycelium),3.14,14.286
13245,2025-03-13,Perfume Bottle,Beauty,0.38,0.04,10,5,4,10,True,Air,2719,Mushroom Pkg (Mycelium),2.15,2.583
13246,2025-05-15,Glass Table,Furniture,14.94,5.39,93,58,5,9,False,Road,2635,Mushroom Pkg (Mycelium),7.78,19.683
13247,2025-09-16,Smart Watch,Electronics,0.11,0.0,5,5,0,5,True,Air,1374,Honeycomb Paper,1.04,0.378
13248,2025-12-05,Perfume Bottle,Beauty,0.22,0.03,10,4,4,9,True,Air,1259,Mushroom Pkg (Mycelium),1.89,0.692
13249,2025-01-03,Laptop,Electronics,1.84,0.12,30,20,1,7,True,Air,1742,Honeycomb Paper,2.14,8.013
13250,2025-03-31,Smartphone,Electronics,0.31,0.02,15,6,1,9,True,Road,676,Kraft Paper Mailer,1.92,0.105
13251,2025-04-27,Sneakers,Clothing,1.15,1.32,30,20,11,4,False,Air,1652,Kraft Paper Mailer,1.33,5.452
13252,2025-09-23,Winter Jacket,Clothing,1.86,4.03,48,42,10,3,True,Air,1051,Kraft Paper Mailer,2.21,10.589
13253,2025-07-13,Sofa (Sectional),Furniture,52.82,281.81,182,98,79,6,False,Road,1747,Wood Crate,113.92,246.161
13254,2025-03-20,Perfume Bottle,Beauty,0.23,0.03,10,4,4,9,True,Road,659,Mushroom Pkg (Mycelium),1.89,0.076
13255,2025-07-26,T-Shirt,Clothing,0.22,0.1,25,20,1,1,False,Air,1488,Kraft Paper Mailer,0.29,0.818
13256,2025-09-05,T-Shirt,Clothing,0.22,0.21,25,21,2,1,False,Air,2983,Kraft Paper Mailer,0.29,1.641
13257,2025-03-23,Winter Jacket,Clothing,1.76,3.84,48,40,10,2,True,Road,768,Kraft Paper Mailer,1.94,1.475
